url,title,price
https://shopee.co.th/user/purchase/order/136803961277653,ค่าจัดส่ง,230.0
https://shopee.co.th/user/purchase/order/136803961277653,รวมการสั่งซื้อ,990.0
https://shopee.co.th/user/purchase/order/136803961277655,รวมค่าสินค้า,1351.0
https://shopee.co.th/user/purchase/order/136803961277655,ค่าจัดส่ง,36.0
https://shopee.co.th/user/purchase/order/136803961277655,รวมการสั่งซื้อ,1387.0
https://shopee.co.th/user/purchase/order/135660522244084,รวมค่าสินค้า,1750.0
https://shopee.co.th/user/purchase/order/135660522244084,ค่าจัดส่ง,104.0
https://shopee.co.th/user/purchase/order/135660522244084,ส่วนลดค่าจัดส่ง,-30.0
https://shopee.co.th/user/purchase/order/135660522244084,รวมการสั่งซื้อ,1824.0
https://shopee.co.th/user/purchase/order/135660522244083,รวมค่าสินค้า,1320.0
https://shopee.co.th/user/purchase/order/135660522244083,ค่าจัดส่ง,104.0
https://shopee.co.th/user/purchase/order/135660522244083,รวมการสั่งซื้อ,1424.0
https://shopee.co.th/user/purchase/order/136803961277655,รวมค่าสินค้า,1351.0
https://shopee.co.th/user/purchase/order/136803961277655,ค่าจัดส่ง,36.0
https://shopee.co.th/user/purchase/order/136803961277655,รวมการสั่งซื้อ,1387.0
https://shopee.co.th/user/purchase/order/136803961277652,รวมค่าสินค้า,545.0
https://shopee.co.th/user/purchase/order/136803961277652,ค่าจัดส่ง,104.0
https://shopee.co.th/user/purchase/order/136803961277652,รวมการสั่งซื้อ,649.0
https://shopee.co.th/user/purchase/order/136803961277654,รวมค่าสินค้า,2760.0
https://shopee.co.th/user/purchase/order/136803961277654,ค่าจัดส่ง,36.0
https://shopee.co.th/user/purchase/order/136803961277654,ส่วนลดค่าจัดส่ง,-30.0
https://shopee.co.th/user/purchase/order/136803961277654,รวมการสั่งซื้อ,2766.0
https://shopee.co.th/user/purchase/order/136803961277656,รวมค่าสินค้า,2960.0
https://shopee.co.th/user/purchase/order/136803961277656,ค่าจัดส่ง,42.0
https://shopee.co.th/user/purchase/order/136803961277656,รวมการสั่งซื้อ,3002.0
https://shopee.co.th/user/purchase/order/136803961277651,รวมค่าสินค้า,2695.0
https://shopee.co.th/user/purchase/order/136803961277651,ค่าจัดส่ง,230.0
